condition,mental illness,difficulty changing,desired change,genes,punishment,control,wrongness,internal distress,common,politics
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,3,5,6,5,4,5,5,6,31,2
obese,4,5,5,5,4,6,6,7,14,4
obese,1,7,7,4,4,4,1,7,60,4
obese,1,6,5,4,4,5,4,7,50,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,5,6,4,4,5,3,6,30,2
obese,1,5,7,2,1,6,1,7,51,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,7,6,4,4,3,1,2,61,2
obese,3,6,4,5,2,2,3,6,17,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,2,3,5,4,4,5,1,5,60,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,1,5,5,2,4,6,6,5,65,6
obese,6,6,6,3,4,5,2,7,68,6
obese,2,5,5,4,4,5,5,5,61,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,5,7,7,4,4,6,7,7,30,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,4,5,5,4,7,5,6,41,4
obese,1,2,3,1,4,5,3,7,83,7
obese,1,4,6,5,4,6,5,7,60,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,2,5,6,2,4,5,4,6,40,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,2,6,5,4,4,3,5,6,31,2
obese,3,6,5,3,4,5,5,6,60,6
obese,1,5,6,4,4,5,5,7,54,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,2,6,5,5,4,5,4,6,30,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,4,5,6,4,4,5,4,5,57,4
obese,1,1,7,4,4,5,4,7,35,1
obese,1,3,5,5,4,5,1,6,41,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,3,4,4,3,4,5,4,5,30,2
obese,1,3,7,1,4,4,1,4,51,1
obese,2,3,6,4,4,6,3,6,35,7
obese,1,5,6,4,4,6,2,4,35,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,1,4,5,4,4,4,3,4,60,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,6,7,5,4,5,1,7,40,4
obese,3,6,6,6,6,2,7,6,45,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,5,6,3,4,6,2,6,40,4
obese,1,6,6,5,4,4,3,6,45,2
obese,1,6,6,3,4,4,5,5,35,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,2,6,5,2,4,6,6,6,70,1
obese,2,4,5,4,4,5,4,5,15,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,6,6,7,6,6,6,7,5,16,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,3,3,6,4,5,5,1,5,50,3
obese,1,6,6,5,4,3,1,6,20,2
obese,1,2,4,3,4,6,3,4,38,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,7,5,3,4,6,7,6,26,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,4,5,3,5,4,7,7,6,69,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,1,1,7,3,4,7,4,6,41,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,6,6,3,4,5,5,7,91,3
obese,1,5,3,5,5,5,4,4,30,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,6,5,4,4,4,4,5,52,3
obese,1,4,7,6,4,4,5,7,61,6
obese,3,7,5,5,4,5,5,6,80,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,5,4,6,4,3,2,5,19,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,5,5,6,5,4,4,3,5,53,6
obese,4,7,7,5,4,6,5,5,51,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,6,7,4,2,3,5,7,20,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,1,4,7,4,4,4,1,7,27,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,1,2,6,3,4,7,1,3,35,6
obese,1,5,7,4,4,7,5,5,60,6
obese,1,3,6,5,4,5,2,6,60,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,3,4,3,4,5,1,4,45,2
obese,4,4,4,4,5,3,4,5,39,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,2,4,5,3,4,5,3,5,25,3
obese,4,4,6,5,4,4,4,6,30,7
obese,4,6,5,5,4,4,5,5,31,5
obese,1,7,7,5,4,6,4,4,65,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,7,7,4,5,3,5,1,7,47,3
obese,2,2,4,1,4,7,5,5,40,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,2,3,1,1,4,1,7,1,50,4
obese,4,5,6,4,4,5,5,6,40,6
obese,1,7,6,2,4,6,5,5,50,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,2,3,5,5,4,5,2,5,61,2
obese,5,6,4,4,4,4,1,2,70,2
obese,1,7,3,1,5,5,5,6,22,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,1,7,5,4,5,1,5,38,2
obese,1,6,6,3,4,1,7,7,81,3
obese,1,7,6,3,4,4,1,5,30,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,3,4,4,3,4,5,5,4,40,4
obese,2,3,4,3,4,7,7,7,56,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,7,7,6,4,4,4,6,32,2
obese,2,5,6,5,4,4,3,7,41,5
obese,1,4,6,4,4,4,1,6,66,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,4,7,7,5,4,7,7,7,61,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,1,7,6,6,4,2,1,7,92,3
obese,2,5,5,5,4,5,4,6,50,4
obese,1,4,5,5,4,5,1,3,65,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,2,5,6,3,4,5,4,6,40,7
obese,2,4,4,5,3,5,4,5,50,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,5,5,5,4,4,1,6,85,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,2,4,7,4,4,6,6,7,44,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,5,2,3,7,5,3,4,36,6
obese,1,5,7,7,4,7,1,7,15,5
obese,2,4,4,5,4,4,4,4,40,6
obese,3,6,5,5,4,4,4,6,45,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,2,3,5,4,4,6,6,5,30,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,7,6,4,4,5,5,6,30,1
obese,1,6,4,3,4,6,4,4,60,2
obese,1,7,7,5,4,4,4,7,50,6
obese,2,4,4,4,4,4,2,5,30,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,5,5,5,4,4,5,7,60,2
obese,1,5,5,3,4,4,1,4,30,1
obese,1,5,7,4,1,4,7,7,20,2
obese,3,5,3,5,4,7,4,5,20,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,1,2,6,5,4,6,5,5,48,4
obese,1,6,7,4,4,4,4,6,80,2
obese,1,5,7,3,4,6,2,7,50,4
obese,7,7,7,7,1,4,5,7,50,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,4,4,4,4,7,4,4,90,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,5,7,7,5,4,7,4,7,71,2
obese,6,4,1,1,4,7,7,4,35,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,1,7,1,4,7,1,7,70,5
obese,4,5,7,5,4,5,4,6,35,2
obese,1,3,5,4,4,6,4,7,50,6
obese,5,6,5,5,6,4,6,5,45,5
obese,6,7,4,2,4,6,6,6,5,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,5,6,6,4,4,3,3,6,20,4
obese,1,1,5,3,4,7,4,7,32,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,4,5,6,4,5,4,5,64,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,3,6,4,4,5,5,6,30,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,1,6,4,4,4,6,1,6,20,4
obese,3,4,6,5,4,6,4,7,45,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,3,4,7,4,4,3,4,7,37,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,1,5,7,3,4,6,1,7,30,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,3,7,5,4,5,1,6,55,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,1,6,4,4,4,4,4,4,12,2
obese,3,3,5,3,4,6,7,4,70,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,2,5,5,5,4,4,4,5,21,4
obese,1,5,6,4,4,5,2,7,30,4
obese,3,4,5,1,5,7,4,6,59,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,2,5,6,5,4,4,5,4,23,4
obese,1,5,7,3,4,5,3,7,15,1
obese,2,2,2,5,4,6,5,5,30,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,1,7,6,5,4,3,2,5,65,1
obese,2,5,6,3,4,6,5,5,45,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,2,4,4,5,4,5,5,6,59,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,2,4,4,4,4,4,4,4,45,4
obese,2,5,5,1,4,7,7,6,19,6
obese,2,4,5,4,4,4,3,4,20,6
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,2,5,6,3,4,5,3,6,40,1
obese,1,4,5,4,4,5,4,6,72,2
obese,1,6,6,4,4,7,7,7,91,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,6,7,5,4,6,1,7,60,2
obese,1,1,7,5,4,7,5,7,36,7
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
obese,1,5,7,6,4,2,1,7,70,4
obese,2,5,7,4,4,5,5,6,60,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,1,6,5,4,4,6,2,5,18,3
obese,1,5,6,5,4,5,4,5,59,5
obese,1,3,6,3,4,7,6,6,75,3
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
obese,1,5,6,4,4,5,3,6,36,5
obese,1,3,4,4,4,6,2,5,29,4
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
obese,4,5,6,5,5,5,6,6,71,1
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
obese,1,5,6,4,4,4,6,7,45,5
obese,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,1,5,7,3,4,3,2,5,13,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,6,5,7,6,6,5,6,6,63,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,4,4,4,4,4,4,4,4,50,4
depression,7,7,7,4,4,1,4,7,62,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,5,7,6,4,4,4,3,6,10,3
depression,3,3,4,3,4,6,2,5,43,2
depression,4,5,3,4,5,4,5,4,43,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,3,6,5,4,4,2,4,4,13,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,5,6,4,6,5,3,4,6,78,7
depression,1,4,4,1,4,4,1,4,50,7
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,5,3,5,3,4,4,5,4,41,3
depression,7,7,6,1,4,2,1,7,50,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,4,6,7,4,4,2,1,6,20,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,7,7,6,5,4,2,1,5,20,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,7,7,6,5,3,1,1,7,38,1
depression,4,6,4,3,5,5,5,5,49,6
depression,6,5,6,5,4,2,2,6,32,2
depression,5,4,4,4,4,7,2,4,56,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,5,6,5,4,5,5,5,5,45,1
depression,3,5,7,2,4,3,1,7,20,2
depression,4,5,4,3,5,4,4,4,84,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,5,5,6,5,4,3,1,7,23,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,5,3,2,3,3,4,2,3,48,5
depression,3,2,2,3,3,2,2,3,15,6
depression,4,7,7,5,4,1,6,7,30,6
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,4,3,5,5,4,4,4,7,25,6
depression,5,5,4,7,6,4,4,5,39,1
depression,2,6,6,6,4,3,2,7,67,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,3,3,2,4,3,4,3,7,73,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,5,6,5,3,4,5,7,6,12,6
depression,5,7,7,4,4,2,3,7,30,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,5,4,6,5,6,5,5,5,60,2
depression,6,6,6,7,7,7,7,7,100,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,7,7,7,7,6,7,7,7,100,7
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,5,3,6,4,4,3,1,7,10,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,7,7,7,6,4,3,5,7,80,6
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,5,4,4,4,4,4,4,4,38,6
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,5,5,6,4,4,5,6,6,30,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,5,5,7,4,4,2,1,6,85,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,5,5,7,6,4,6,2,7,20,6
depression,5,4,7,2,2,2,3,7,10,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,5,1,1,1,4,7,1,1,46,7
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,2,6,4,3,5,2,5,4,19,4
depression,5,5,5,5,4,2,5,6,10,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,3,5,6,4,4,2,1,7,30,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,5,6,7,6,4,2,2,7,10,7
depression,4,5,7,4,5,6,6,7,58,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,2,7,7,3,4,4,1,6,40,7
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,7,7,7,4,4,4,4,6,38,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,3,5,3,2,3,4,3,7,19,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,3,2,3,2,4,6,5,2,15,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,5,4,6,4,4,5,4,7,50,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,3,5,6,4,4,3,1,5,15,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,6,6,5,6,4,3,5,5,36,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,7,6,6,7,6,6,6,5,86,6
depression,7,5,6,5,4,2,6,7,10,6
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,5,7,7,4,4,2,1,7,60,1
depression,3,7,7,6,4,1,1,7,50,4
depression,6,6,5,3,4,1,1,7,73,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,2,4,7,5,4,4,1,7,35,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,7,7,7,4,4,4,1,7,30,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,6,7,5,6,6,3,3,7,65,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,3,5,7,4,4,3,2,7,12,6
depression,6,3,2,2,4,2,5,4,74,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
depression,6,2,7,4,4,6,7,7,21,4
depression,6,6,6,5,4,2,7,7,20,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,4,3,5,1,4,5,4,6,49,7
depression,3,5,5,3,5,5,4,5,67,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,6,7,7,2,4,1,1,7,32,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,5,6,7,4,4,2,1,7,10,6
depression,5,7,7,5,4,1,1,7,11,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,4,6,6,2,4,3,4,7,20,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,5,4,5,5,4,4,1,5,26,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,5,5,6,5,3,2,2,6,29,6
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,3,5,6,4,4,4,1,5,33,4
depression,5,7,7,5,5,2,6,6,1,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,5,5,6,2,6,2,2,7,25,3
depression,7,6,6,3,4,3,1,5,7,7
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,5,5,6,3,4,2,1,7,18,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,5,5,7,5,4,2,1,7,10,5
depression,5,4,7,3,4,5,2,7,40,4
depression,3,4,7,5,4,4,1,6,35,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,7,7,4,4,2,4,1,7,50,4
depression,2,5,6,5,4,4,1,5,70,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,7,5,5,5,3,1,1,7,24,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,4,3,7,4,4,1,4,7,29,3
depression,4,4,6,3,4,4,3,5,40,6
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,7,5,6,6,4,2,1,6,50,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,3,5,6,4,4,3,5,7,81,6
depression,6,7,7,4,4,2,7,7,25,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,2,4,7,5,3,2,3,5,25,3
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
depression,7,4,7,3,4,4,7,7,45,3
